symbol,name,exchange,breakout_date,breakout_close,breakout_ma250,breakout_premium_pct,latest_date,latest_close,latest_ma250,latest_premium_pct,sessions_since_breakout,signal_type
MWA,MUELLER WATER PRODUCTS Common Stock,NYSE,2026-06-18,26.1299991607666,26.116200019836427,0.0528374760481842,2026-06-18,26.1299991607666,26.116200019836427,0.0528374760481842,0,today
MC,Moelis & Company Class A Common Stock,NYSE,2026-06-18,67.18000030517578,67.14144007873536,0.0574313365861778,2026-06-18,67.18000030517578,67.14144007873536,0.0574313365861778,0,today
KVUE,Kenvue Inc. Common Stock,NYSE,2026-06-18,18.1200008392334,18.10755996322632,0.0687054248741603,2026-06-18,18.1200008392334,18.10755996322632,0.0687054248741603,0,today
CIM,Chimera Investment Corporation Common Stock,NYSE,2026-06-18,13.289999961853027,13.275280017852785,0.1108823616560172,2026-06-18,13.289999961853027,13.275280017852785,0.1108823616560172,0,today
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,2026-06-18,6.340000152587891,6.325919996261597,0.2225787922486288,2026-06-18,6.340000152587891,6.325919996261597,0.2225787922486288,0,today
PVH,PVH Corp. Common Stock,NYSE,2026-06-18,77.06999969482422,76.86155982971191,0.271188700273739,2026-06-18,77.06999969482422,76.86155982971191,0.271188700273739,0,today
TDG,Transdigm Group Incorporated Common Stock,NYSE,2026-06-18,1328.31005859375,1324.543677734375,0.2843530887420398,2026-06-18,1328.31005859375,1324.543677734375,0.2843530887420398,0,today
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,2026-06-18,1.9450000524520872,1.938940001487732,0.3125445325644849,2026-06-18,1.9450000524520872,1.938940001487732,0.3125445325644849,0,today
AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,2026-06-18,10.380000114440918,10.347160026550291,0.3173826229260879,2026-06-18,10.380000114440918,10.347160026550291,0.3173826229260879,0,today
HAS,"Hasbro, Inc. - Common Stock",NASDAQ,2026-06-18,84.73999786376953,84.41983984375,0.3792449981095736,2026-06-18,84.73999786376953,84.41983984375,0.3792449981095736,0,today
DSGR,"Distribution Solutions Group, Inc. - Common Stock",NASDAQ,2026-06-18,28.61000061035156,28.49875999450684,0.3903349334011929,2026-06-18,28.61000061035156,28.49875999450684,0.3903349334011929,0,today
AGCO,AGCO Corporation Common Stock,NYSE,2026-06-18,113.54000091552734,113.07924002075195,0.4074672722339079,2026-06-18,113.54000091552734,113.07924002075195,0.4074672722339079,0,today
SO,Southern Company (The) Common Stock,NYSE,2026-06-18,93.08999633789062,92.69132019042968,0.4301116292678486,2026-06-18,93.08999633789062,92.69132019042968,0.4301116292678486,0,today
ACNT,Ascent Industries Co. - Common Stock,NASDAQ,2026-06-18,13.960000038146973,13.899120029449463,0.4380134034997596,2026-06-18,13.960000038146973,13.899120029449463,0.4380134034997596,0,today
SSB,SouthState Bank Corporation Common Stock,NYSE,2026-06-18,96.52999877929688,96.05740026855467,0.4919959414068087,2026-06-18,96.52999877929688,96.05740026855467,0.4919959414068087,0,today
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,2026-06-18,4.710000038146973,4.686560007095337,0.5001542926186486,2026-06-18,4.710000038146973,4.686560007095337,0.5001542926186486,0,today
CHRS,"Coherus Oncology, Inc. - Common Stock",NASDAQ,2026-06-18,1.4800000190734863,1.4723679995536805,0.5183499996006091,2026-06-18,1.4800000190734863,1.4723679995536805,0.5183499996006091,0,today
ABM,ABM Industries Incorporated Common Stock,NYSE,2026-06-18,44.189998626708984,43.95979995727539,0.5236572269603723,2026-06-18,44.189998626708984,43.95979995727539,0.5236572269603723,0,today
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,2026-06-18,9.109999656677246,9.059840023040772,0.553648116400618,2026-06-18,9.109999656677246,9.059840023040772,0.553648116400618,0,today
FERG,Ferguson Enterprises Inc. Common Stock,NYSE,2026-06-18,238.27999877929688,236.9121600341797,0.5773611387950073,2026-06-18,238.27999877929688,236.9121600341797,0.5773611387950073,0,today
NNI,"Nelnet, Inc. Common Stock",NYSE,2026-06-18,130.33999633789062,129.58856008911133,0.579863105402656,2026-06-18,130.33999633789062,129.58856008911133,0.579863105402656,0,today
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,2026-06-18,25.399999618530273,25.251279975891112,0.5889588281511093,2026-06-18,25.399999618530273,25.251279975891112,0.5889588281511093,0,today
KULR,"KULR Technology Group, Inc. Common Stock",NYSE American,2026-06-18,3.9600000381469727,3.928400002479554,0.804399644829279,2026-06-18,3.9600000381469727,3.928400002479554,0.804399644829279,0,today
OSK,Oshkosh Corporation (Holding Company)Common Stock,NYSE,2026-06-18,139.5399932861328,138.400640625,0.823227881018207,2026-06-18,139.5399932861328,138.400640625,0.823227881018207,0,today
LII,"Lennox International, Inc. Common Stock",NYSE,2026-06-18,532.4299926757812,527.7133983154297,0.893779535522099,2026-06-18,532.4299926757812,527.7133983154297,0.893779535522099,0,today
XTIA,"XTI Aerospace, Inc. Common Stock  - Common Stock",NASDAQ,2026-06-18,1.830000042915344,1.8135999975204469,0.9042812867952944,2026-06-18,1.830000042915344,1.8135999975204469,0.9042812867952944,0,today
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,2026-06-18,2.690000057220459,2.6656999955177305,0.9115827641365426,2026-06-18,2.690000057220459,2.6656999955177305,0.9115827641365426,0,today
TEL,TE Connectivity plc Ordinary Shares,NYSE,2026-06-18,217.63999938964844,215.5696395263672,0.96041347372946,2026-06-18,217.63999938964844,215.5696395263672,0.96041347372946,0,today
UUUU,Energy Fuels Inc Ordinary Shares (Canada),NYSE American,2026-06-18,16.579999923706055,16.391440019607543,1.1503559411067954,2026-06-18,16.579999923706055,16.391440019607543,1.1503559411067954,0,today
STAG,"Stag Industrial, Inc. Common Stock",NYSE,2026-06-18,37.79999923706055,37.35636001586914,1.187586855365308,2026-06-18,37.79999923706055,37.35636001586914,1.187586855365308,0,today
CVSA,Covista Inc. Common Shares,NYSE,2026-06-18,119.02999877929688,117.616440032959,1.2018377243366407,2026-06-18,119.02999877929688,117.616440032959,1.2018377243366407,0,today
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",NASDAQ,2026-06-18,28.270000457763672,27.923360023498535,1.2413994375083393,2026-06-18,28.270000457763672,27.923360023498535,1.2413994375083393,0,today
SVV,"Savers Value Village, Inc. Common Stock",NYSE,2026-06-18,10.149999618530272,10.02496000289917,1.2472829377368375,2026-06-18,10.149999618530272,10.02496000289917,1.2472829377368375,0,today
CSW,"CSW Industrials, Inc. Common Stock",NYSE,2026-06-18,279.2900085449219,275.80116009521487,1.2649868653571206,2026-06-18,279.2900085449219,275.80116009521487,1.2649868653571206,0,today
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,NYSE,2026-06-18,6.110000133514404,6.030799997329712,1.313260864557941,2026-06-18,6.110000133514404,6.030799997329712,1.313260864557941,0,today
MTN,"Vail Resorts, Inc. Common Stock",NYSE,2026-06-18,144.77999877929688,142.84935986328125,1.351520873361567,2026-06-18,144.77999877929688,142.84935986328125,1.351520873361567,0,today
BLD,TopBuild Corp. Common Stock,NYSE,2026-06-18,426.1400146484375,420.0507197265625,1.4496570618516946,2026-06-18,426.1400146484375,420.0507197265625,1.4496570618516946,0,today
OC,Owens Corning Inc Common Stock New,NYSE,2026-06-18,128.13999938964844,126.23887985229491,1.5059699037078822,2026-06-18,128.13999938964844,126.23887985229491,1.5059699037078822,0,today
EYPT,"EyePoint, Inc. - Common Stock",NASDAQ,2026-06-18,13.579999923706056,13.37815998840332,1.508727175319291,2026-06-18,13.579999923706056,13.37815998840332,1.508727175319291,0,today
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,2026-06-18,13.770000457763672,13.563859992980955,1.5197772970923396,2026-06-18,13.770000457763672,13.563859992980955,1.5197772970923396,0,today
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",NASDAQ,2026-06-18,29.049999237060547,28.59628002929687,1.5866371685367309,2026-06-18,29.049999237060547,28.59628002929687,1.5866371685367309,0,today
BDC,Belden Inc Common Stock,NYSE,2026-06-18,123.23999786376952,121.14775973510744,1.7270134695324346,2026-06-18,123.23999786376952,121.14775973510744,1.7270134695324346,0,today
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ,2026-06-18,4.599999904632568,4.521653316497803,1.7326978131850357,2026-06-18,4.599999904632568,4.521653316497803,1.7326978131850357,0,today
CSL,Carlisle Companies Incorporated Common Stock,NYSE,2026-06-18,360.9100036621094,354.72048059082033,1.7449015238645949,2026-06-18,360.9100036621094,354.72048059082033,1.7449015238645949,0,today
WSO,"Watsco, Inc. Common Stock",NYSE,2026-06-18,401.0400085449219,394.1454403076172,1.7492447031541625,2026-06-18,401.0400085449219,394.1454403076172,1.7492447031541625,0,today
