symbol,name,exchange,breakout_date,breakout_close,breakout_ma250,breakout_premium_pct,latest_date,latest_close,latest_ma250,latest_premium_pct,sessions_since_breakout,signal_type
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",NASDAQ,2026-08-28,5.522900104522705,5.5223196144104,0.010511707992955,2026-08-28,5.522900104522705,5.5223196144104,0.010511707992955,0,today
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,NASDAQ,2026-08-28,11.5600004196167,11.556844024658202,0.0273119110352437,2026-08-28,11.5600004196167,11.556844024658202,0.0273119110352437,0,today
AGCO,AGCO Corporation Common Stock,NYSE,2026-08-28,113.4000015258789,113.25387991333008,0.1290212862116835,2026-08-28,113.4000015258789,113.25387991333008,0.1290212862116835,0,today
LMNR,Limoneira Co - Common Stock,NASDAQ,2026-08-28,13.779999732971191,13.76203999710083,0.1305019886161051,2026-08-28,13.779999732971191,13.76203999710083,0.1305019886161051,0,today
AXIL,"AXIL Brands, Inc. Common Stock",NYSE American,2026-08-28,6.375,6.365332006454468,0.1518851418233824,2026-08-28,6.375,6.365332006454468,0.1518851418233824,0,today
DORM,"Dorman Products, Inc. - Common Stock",NASDAQ,2026-08-28,129.35000610351562,129.14987985229493,0.1549565910936801,2026-08-28,129.35000610351562,129.14987985229493,0.1549565910936801,0,today
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ,2026-08-28,16.920000076293945,16.891000011444092,0.1716894489977249,2026-08-28,16.920000076293945,16.891000011444092,0.1716894489977249,0,today
VFF,"Village Farms International, Inc. - Common Shares",NASDAQ,2026-08-28,2.9100000858306885,2.904440001964569,0.1914339377765861,2026-08-28,2.9100000858306885,2.904440001964569,0.1914339377765861,0,today
BGSF,"BGSF, Inc. Common Stock",NYSE,2026-08-28,5.369999885559082,5.358360004425049,0.2172284266906299,2026-08-28,5.369999885559082,5.358360004425049,0.2172284266906299,0,today
SLGN,Silgan Holdings Inc. Common Stock,NYSE,2026-08-28,42.099998474121094,41.98651991271973,0.2702737965357915,2026-08-28,42.099998474121094,41.98651991271973,0.2702737965357915,0,today
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,2026-08-28,8.979999542236328,8.952419996261597,0.3080680529538249,2026-08-28,8.979999542236328,8.952419996261597,0.3080680529538249,0,today
